enc;p5_1;p5_2;p5_3;p5_4;p5_5;p5_6;p5_7;p5_8;p5_9;p5_10;p5_11;p7_1;p7_2;p7_3;p7_4;p7_5;p7_6;p7_7;p8
2575;10;10;10;10;10;10;10;10;10;10;10;8;9;9;9;9;9;9;9
2576;9;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;10;10;10
2577;10;10;10;10;8;8;8;10;10;10;10;8;10;10;10;9;8;10;9
2578;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
2579;10;10;10;10;10;9;9;6;6;8;8;10;8;8;10;10;10;10;10
2580;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
2581;8;8;8;8;8;8;8;8;8;8;8;5;5;5;5;8;8;5;8
2582;7;8;8;8;8;8;5;8;8;8;8;9;9;9;9;6;6;9;9
2583;10;10;10;10;10;10;10;10;10;10;10;7;10;10;8;8;8;8;10
2584;10;9;10;10;9;10;10;7;7;9;9;8;9;9;9;10;9;9;9
2585;10;10;10;10;10;10;10;9;9;10;10;8;10;10;10;10;10;10;10
2586;9;9;8;8;8;8;8;10;10;10;10;8;9;9;9;9;9;9;9
2587;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
2588;7;8;8;8;6;8;8;6;6;8;8;8;8;8;8;8;8;8;8
2589;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
2590;10;10;9;10;10;10;10;10;10;10;10;9;10;10;10;10;9;10;10
2591;10;10;10;10;10;10;10;10;10;10;10;6;7;7;10;7;7;10;8
2592;9;10;10;10;9;10;10;10;10;10;10;10;10;10;10;10;5;10;10
2593;8;9;9;9;8;8;8;9;9;9;9;7;9;9;9;9;9;9;10
2594;10;10;10;10;10;10;10;10;10;10;10;8;10;10;10;10;10;10;10
2595;8;9;9;9;9;9;9;9;9;9;9;7;8;8;10;7;7;10;7
2680;9;9;9;9;9;9;9;9;9;9;9;8;8;8;8;8;8;8;9
2681;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8
2682;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;9
2683;9;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;10;10;10
2684;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
2685;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
2756;8;8;8;8;8;8;8;8;8;8;8;9;9;9;9;9;9;9;7
2757;9;7;7;6;7;7;7;7;8;8;8;10;9;9;9;9;9;9;6
2758;8;9;9;9;5;9;9;9;9;9;9;10;9;9;10;9;9;9;8
2759;10;10;10;10;10;10;10;10;10;10;10;8;7;10;9;9;9;9;10
2760;7;8;9;9;5;9;9;8;9;9;10;8;9;8;9;8;9;9;8
2761;8;9;9;9;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9
2762;9;9;10;9;9;9;10;10;10;10;10;8;9;9;9;9;7;9;9
2763;8;9;8;8;5;9;9;7;8;10;10;8;10;10;10;10;10;10;9
2764;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
2765;5;10;10;10;10;10;10;10;9;10;10;7;10;10;10;10;10;10;2
2766;10;10;10;10;10;9;8;10;10;8;9;8;8;9;9;9;9;10;8
2767;9;10;9;10;10;10;9;9;9;9;9;8;9;9;9;9;9;9;9
2768;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
2769;10;7;10;10;10;10;10;10;8;10;10;5;10;10;10;9;7;10;9
2770;4;4;4;4;4;4;4;1;1;4;4;5;9;9;9;9;9;10;2
2771;9;9;10;10;5;10;10;10;10;10;10;10;10;10;10;10;10;10;9
2772;3;3;3;3;1;10;5;5;5;5;1;1;10;10;10;10;10;10;3
2773;8;8;8;8;8;9;8;10;10;10;10;10;10;10;10;10;10;10;10
2774;9;9;9;9;9;9;9;10;10;10;10;9;9;9;9;9;9;9;10
2775;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
2776;9;9;10;10;9;10;10;9;10;10;10;9;9;9;8;9;10;10;10
2777;8;8;8;8;8;8;8;8;7;7;7;10;10;10;10;10;10;10;10
2778;10;10;10;10;10;10;10;10;10;10;10;8;9;9;9;9;9;9;10
2779;8;9;10;10;9;9;10;10;10;10;10;10;10;10;10;10;10;10;10
2780;9;9;7;9;5;10;9;9;9;9;9;8;9;9;10;10;10;7;10
2781;10;10;10;10;10;10;10;10;10;10;10;9;10;10;10;10;10;10;8
2782;9;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;10;10;8
2783;10;10;10;10;10;10;10;10;10;10;10;9;9;10;10;10;10;10;10
2784;8;8;7;8;7;9;7;8;8;8;9;6;8;9;9;9;9;9;8
2785;9;5;6;10;6;9;9;10;10;10;9;10;10;9;9;9;10;10;9
2786;8;8;8;8;8;8;8;9;9;9;9;9;9;9;9;10;10;9;8
2787;6;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;7;9;9
2788;8;8;8;8;5;8;8;8;8;8;8;8;10;10;10;10;10;9;8
2789;8;8;9;9;9;8;9;9;8;9;9;10;10;10;10;10;10;9;9
2790;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
2791;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
2792;9;10;10;9;9;9;9;10;9;9;9;9;9;9;9;9;9;9;9
2793;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
2794;8;8;8;8;8;8;8;8;8;8;8;10;10;10;10;10;10;10;8
2795;10;10;10;10;10;10;10;10;10;10;10;8;8;8;8;8;8;8;10
2796;9;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8
2797;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
2798;10;10;10;10;10;10;10;10;10;10;10;10;9;9;9;9;9;9;10
2799;8;7;9;10;9;9;9;9;9;9;9;8;7;7;8;7;7;8;8
2800;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
2801;8;8;8;8;8;8;8;8;8;8;8;9;9;9;9;9;9;9;10
2802;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
2803;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;10;9
2804;9;9;9;9;9;7;9;9;9;9;9;10;10;10;10;10;10;10;8
2805;10;10;10;10;10;10;10;10;10;10;10;8;8;8;8;8;8;8;10
2806;10;10;10;10;10;10;10;10;10;10;10;8;8;8;8;8;8;9;10
2807;8;8;8;8;8;8;8;8;8;8;8;9;9;9;9;9;9;9;6
2808;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
2809;10;10;10;10;10;10;10;10;10;10;10;4;10;10;10;10;10;10;10
2810;8;8;8;8;7;8;8;8;8;8;8;8;8;8;8;8;8;8;8
2811;9;9;9;9;9;9;9;9;10;9;10;10;10;10;9;9;9;9;9
2812;8;8;8;8;8;8;8;8;8;8;8;10;10;10;10;10;10;10;10
2813;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;10
2814;10;8;10;10;10;10;10;8;8;10;10;10;10;10;10;10;10;10;8
2815;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
2816;8;8;8;8;8;8;8;8;8;8;8;9;9;9;9;9;9;9;9
2817;10;10;10;10;10;10;10;10;10;10;10;9;10;10;10;10;10;10;10
2818;8;8;9;9;5;9;9;9;9;9;9;9;9;9;9;9;9;9;9
2819;6;6;6;6;6;6;6;6;6;6;6;8;8;8;8;8;8;8;7
2820;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
2821;8;8;8;8;8;8;8;8;8;8;8;10;10;10;10;10;10;10;8
2822;8;8;8;8;8;8;8;8;8;8;8;9;9;9;9;9;9;9;8
2823;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
2824;1;1;1;10;10;10;1;10;1;1;1;5;5;8;10;8;8;10;1
2866;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
2867;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;9;10;10;10
2868;10;10;10;10;10;10;10;7;10;10;10;10;8;10;10;10;10;10;10
2869;9;9;9;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
2870;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;6;6;10;10
2871;10;10;10;10;10;10;10;10;10;10;10;8;10;10;10;8;8;10;9
2872;8;10;10;10;10;10;8;10;10;10;10;10;10;10;6;6;6;10;8
2873;10;10;10;10;10;10;10;9;10;10;10;10;10;10;10;10;10;10;8
2874;10;10;10;10;10;10;10;10;10;10;10;7;10;10;10;6;6;10;10
2875;10;10;10;8;10;10;10;10;10;10;10;10;10;10;10;10;10;10;9
2876;10;10;10;10;10;10;10;9;10;10;10;5;10;10;10;10;10;10;8
2877;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;8;8;10;10
2878;10;10;10;10;10;10;10;8;10;10;10;10;8;10;10;10;10;10;9
2879;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;8;8;10;9
2880;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
2881;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
2882;10;10;10;10;9;10;10;10;10;10;10;9;10;10;10;10;10;10;9
2883;10;10;10;10;10;10;9;10;10;10;10;8;10;10;10;5;5;10;10
2884;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
2885;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
2886;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
2887;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;8;10;10;10
2888;10;10;10;10;10;10;10;10;10;10;10;5;5;8;10;6;6;10;10
2889;10;10;10;10;10;10;10;8;10;10;10;8;10;10;10;10;10;10;10
2890;10;10;10;10;8;10;10;10;10;8;10;4;6;6;10;5;5;10;8
2891;10;10;10;10;10;10;10;10;10;10;9;10;10;10;10;8;8;10;10
2892;9;10;10;10;1;10;10;10;10;10;10;5;10;10;8;6;6;10;10
2893;10;10;10;8;10;10;10;9;10;10;10;10;10;10;10;10;10;10;7
2894;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
2895;10;10;10;10;10;10;10;10;10;10;9;8;8;8;10;10;10;10;10
2896;10;10;10;10;10;10;9;10;10;10;10;10;10;10;9;10;10;9;10
2897;10;10;10;10;10;10;10;10;10;9;9;10;10;10;10;10;10;10;10
2898;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
2899;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
2900;10;10;10;10;10;10;10;10;10;10;10;7;7;7;10;7;7;10;10
2901;10;10;9;9;10;10;10;10;10;10;10;7;7;7;10;6;10;10;7
2902;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
2903;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;9;10;10
2904;10;10;10;10;10;10;10;10;10;10;10;5;8;8;10;8;8;10;10
2905;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;9;10;10
2906;10;8;8;8;10;10;10;10;10;10;10;5;7;7;9;9;9;9;10
2907;10;9;9;9;9;9;10;7;9;10;10;10;10;10;10;10;10;10;10
2908;10;10;10;10;10;1;10;10;10;10;10;10;10;10;10;10;10;10;10
2909;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
2910;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;9;7;10;9
2950;9;8;8;8;8;8;9;8;8;8;8;8;8;8;8;7;8;8;8
2951;10;10;7;8;5;6;8;7;7;8;8;8;9;9;9;9;9;9;8
2952;8;8;7;7;7;8;8;9;9;8;8;6;7;8;9;8;8;8;7
2953;8;8;8;8;7;8;8;10;10;10;10;8;9;10;10;10;10;9;8
2954;10;10;10;10;10;10;10;10;10;10;10;9;9;9;9;8;8;9;8
2955;8;8;9;10;8;9;9;10;10;9;9;10;10;10;10;10;10;10;10
2956;10;10;10;9;9;9;10;10;10;9;9;10;10;10;10;10;10;10;10
2957;7;7;6;7;7;7;6;8;8;7;7;8;8;9;9;7;7;9;5
2958;9;10;9;10;8;10;10;10;10;10;10;9;10;10;10;9;9;10;10
2959;10;10;10;10;9;10;10;10;10;9;9;10;10;10;10;10;10;10;10
2960;10;9;9;9;9;10;9;10;10;10;10;8;7;10;9;9;8;10;10
2961;9;9;9;10;9;10;10;10;10;9;9;9;8;9;9;9;8;9;10
2962;10;10;10;10;9;10;10;10;10;9;9;9;8;8;9;8;8;9;8
2963;10;10;10;10;10;10;10;10;10;10;10;8;8;8;8;8;8;8;10
2964;10;10;10;10;9;10;10;10;10;9;9;10;10;10;10;10;10;10;10
2965;8;8;8;8;7;8;8;6;7;7;7;9;9;9;10;9;9;10;7
2966;8;9;8;9;8;9;9;9;9;9;9;9;9;8;10;9;9;10;10
2967;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
2968;7;7;8;8;7;5;7;10;10;8;8;8;8;9;7;8;6;9;8
2969;9;9;9;10;7;7;7;9;9;8;8;9;9;10;10;10;10;10;9
2970;4;3;4;4;1;5;5;8;8;6;8;4;8;8;8;6;8;8;5
2971;10;9;10;10;9;10;10;10;10;10;10;10;10;10;10;10;10;10;10
2972;10;10;10;10;10;10;10;10;10;10;10;9;10;10;10;9;9;10;10
2973;3;7;7;8;7;8;8;8;8;7;7;8;8;8;8;8;8;8;6
2974;1;3;2;2;4;3;3;2;2;2;2;4;4;4;4;4;4;4;1
2975;1;1;1;1;1;1;1;1;1;1;1;5;5;5;5;5;5;5;3
2976;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
2977;9;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;10;10;10
2978;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
2979;9;9;9;8;8;8;9;9;8;8;9;8;8;8;8;8;8;8;9
2980;9;8;8;8;9;9;9;9;10;10;9;10;10;10;10;10;10;10;9
2981;8;8;8;8;8;8;8;8;8;8;8;9;9;9;9;9;9;9;10
2982;4;4;5;6;5;5;6;4;4;5;5;9;9;9;9;9;9;9;7
2983;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
2984;10;10;10;10;10;10;10;10;10;10;10;8;8;8;8;8;8;8;9
2985;9;8;8;8;8;9;9;8;8;8;8;8;8;8;8;8;8;8;9
2986;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
2987;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
2988;8;8;8;7;8;8;8;7;7;7;8;10;10;10;10;10;10;10;9
2989;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
2990;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
2991;9;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;10;10;10
2992;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
2993;7;7;7;7;7;7;7;7;7;7;7;8;8;8;8;8;8;8;8
2994;8;8;8;8;8;8;8;8;8;8;8;10;10;10;10;10;10;10;9
2995;8;8;8;8;8;8;8;8;8;8;8;10;10;10;10;10;10;10;9
2996;9;9;9;9;9;9;9;8;8;9;9;10;10;10;10;10;10;10;9
2997;3;3;3;3;3;3;3;3;3;3;3;8;8;8;8;8;8;8;4
2998;7;8;8;8;8;8;8;8;8;8;8;9;9;9;9;9;9;9;9
3140;10;10;10;10;10;10;10;10;10;10;10;9;9;9;10;9;9;10;10
3141;10;10;10;10;10;10;10;10;10;10;10;8;10;10;10;10;10;10;10
3142;10;10;10;10;10;10;10;10;10;10;10;8;10;10;10;10;10;10;10
3143;10;10;10;10;10;10;10;10;10;10;10;9;9;9;9;9;9;9;8
3144;5;6;6;6;6;6;6;8;8;8;8;8;8;8;8;8;8;8;6
3145;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
3146;10;10;10;10;9;9;9;10;10;10;10;5;10;10;10;10;10;10;10
3147;10;10;10;10;10;10;10;10;10;10;10;8;10;10;10;9;9;10;9
3148;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
3149;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
3150;9;10;10;10;10;10;10;9;9;10;10;8;10;10;10;10;10;10;10
3151;9;9;9;9;9;9;10;10;10;10;10;10;10;10;10;10;10;10;10
3152;9;10;10;10;9;9;9;10;10;10;10;9;10;10;10;10;10;10;10
3153;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
3154;10;10;10;10;10;10;10;10;10;10;10;7;10;10;10;10;10;10;10
3155;10;10;10;10;9;9;9;10;10;10;10;10;10;10;10;10;10;10;10
3156;10;10;10;10;10;10;10;10;10;10;10;5;10;10;10;10;10;10;10
3157;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
3158;9;10;10;10;9;9;9;9;9;10;10;10;9;9;10;9;9;10;9
3159;8;8;8;8;9;9;10;10;9;9;9;9;10;10;10;10;10;10;9
3160;9;10;10;10;10;9;9;10;10;10;10;9;10;10;10;9;9;10;10
3161;8;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;9
3162;7;8;8;8;8;8;8;10;10;8;8;7;7;7;7;7;7;7;7
3163;9;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
3164;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
3216;8;8;8;8;8;8;8;8;8;8;8;7;7;7;7;7;7;7;9
3217;5;6;6;6;6;6;6;6;6;6;6;7;7;7;7;7;7;7;5
3218;8;8;8;8;8;8;8;8;8;8;8;9;9;9;9;9;9;9;9
3219;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
3220;9;9;9;9;9;9;9;9;9;9;9;9;7;7;9;9;9;9;10
3221;10;9;9;9;9;9;9;9;9;9;9;8;6;6;8;8;8;8;8
3222;10;10;10;10;10;10;10;10;10;10;10;1;8;8;8;8;8;8;10
3223;6;9;9;9;6;9;9;9;9;9;9;8;8;8;8;8;8;8;10
3224;7;7;7;7;7;7;7;7;7;7;7;9;9;9;9;9;9;9;6
3225;7;9;9;9;9;9;9;9;9;9;9;8;7;7;10;7;7;10;8
3226;9;9;9;9;9;9;9;10;10;9;9;5;8;8;8;8;8;8;9
3227;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
3228;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
3229;9;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;10;10;9
3230;10;9;9;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;10
3231;10;10;10;10;10;10;10;10;10;10;10;10;9;9;10;10;10;10;10
3232;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;9
3233;10;10;10;10;10;10;10;10;10;10;10;10;9;9;10;10;10;10;10
3234;10;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;10;10;10
3235;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
3236;10;10;10;10;10;10;10;10;10;10;10;10;9;9;9;9;9;9;10
3237;9;8;8;8;8;8;8;8;8;8;8;7;7;7;9;7;7;9;8
3238;10;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;10;10;10
3239;5;6;6;6;6;6;6;6;6;6;6;10;10;10;10;10;10;10;5
3298;10;10;10;10;10;9;9;10;10;10;10;10;10;10;10;10;10;10;10
3299;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
3300;10;9;8;8;9;9;9;9;10;10;10;8;7;5;5;8;8;9;7
3301;6;6;6;5;6;6;6;10;10;6;6;9;9;9;9;9;9;9;6
3302;9;9;10;10;10;8;8;10;10;9;9;9;10;8;9;9;10;10;9
3303;10;9;10;9;10;9;9;9;9;9;9;9;9;9;9;9;9;9;9
3304;10;10;10;10;10;10;10;9;10;10;10;10;10;10;10;10;10;10;10
3305;9;9;9;9;9;9;9;8;8;9;9;9;9;9;9;9;9;9;8
3306;9;9;10;10;8;9;10;10;10;10;10;10;10;10;10;10;10;10;10
3307;10;10;10;10;8;8;10;10;10;10;10;7;9;10;10;10;10;10;9
3308;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8
3309;10;10;10;10;10;10;9;9;9;10;10;8;10;10;10;10;10;10;10
3310;10;10;10;8;10;10;10;10;10;10;10;8;10;10;10;10;10;10;8
3311;10;10;10;10;10;10;10;10;10;10;10;8;10;8;10;10;10;10;10
3312;10;10;9;7;5;10;10;10;10;10;10;10;9;9;9;9;8;9;9
3313;9;9;9;8;9;9;9;9;9;9;9;10;10;10;10;10;10;10;8
3314;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
3315;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;9
3316;9;9;9;9;9;8;9;9;9;9;9;10;10;10;10;9;9;10;9
3317;10;10;10;10;10;10;9;10;10;10;10;10;10;10;10;10;10;10;9
3318;9;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;10;10;9
3319;6;5;6;6;9;6;6;9;6;6;6;10;10;10;10;10;10;10;6
3320;10;10;10;10;10;10;10;10;10;10;10;9;10;10;10;10;10;10;10
3321;10;10;10;10;10;7;7;10;10;10;10;8;9;10;10;10;10;10;9
3322;10;10;10;10;10;10;10;10;10;10;1;10;10;10;10;10;10;10;10
3323;10;10;10;9;10;10;10;10;10;10;10;8;10;10;10;10;10;10;9
3324;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
3325;10;10;10;10;10;10;10;10;10;10;10;6;8;9;8;8;8;8;8
3326;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
3327;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
3328;10;10;7;7;10;8;8;10;10;10;10;8;8;10;9;10;10;9;8
3329;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;8
3330;8;7;7;7;7;7;6;8;8;9;9;9;9;10;10;10;10;10;8
3331;10;10;10;10;10;10;10;9;10;10;10;10;10;10;10;10;10;10;10
3332;9;8;10;8;9;9;9;9;10;9;9;10;10;10;10;10;10;10;9
3333;10;10;10;10;10;10;10;7;10;10;10;10;10;10;10;10;10;10;10
3334;10;10;10;10;10;10;10;9;10;10;10;9;10;10;10;10;10;10;10
3335;10;10;9;9;10;9;9;8;8;9;9;10;10;10;10;10;10;10;9
3336;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;1;10;10
3337;10;10;10;10;10;10;10;10;10;10;10;8;10;10;10;10;10;10;10
3338;10;10;10;10;10;10;10;10;8;9;9;10;10;10;10;10;10;10;10
3339;10;10;10;10;10;8;9;10;10;10;10;9;10;10;10;10;9;10;10
3340;10;10;10;10;10;10;10;10;10;10;10;8;10;10;10;10;10;10;10
3341;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
3342;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
3343;10;10;10;9;10;10;10;10;10;10;10;10;9;9;10;10;10;10;10
3344;10;10;10;10;10;10;10;9;9;10;10;10;10;10;10;10;10;10;10
3345;10;10;10;10;10;10;10;5;10;10;10;10;10;10;10;10;10;10;10
3346;10;10;10;10;10;9;9;9;9;10;10;10;10;10;10;10;10;10;10
3347;10;10;9;9;10;8;8;10;10;10;10;9;9;9;10;10;10;10;9
3348;10;10;10;10;10;10;10;8;10;10;10;10;8;8;9;7;8;9;9
3349;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
3350;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
3390;9;10;10;10;10;10;10;9;10;10;10;7;8;8;9;8;8;9;10
3391;10;10;10;9;9;10;9;9;9;9;9;10;10;10;9;9;9;9;1
3392;10;9;9;10;9;10;10;10;10;10;9;8;9;8;8;8;8;8;8
3393;9;8;8;9;8;9;9;8;8;8;8;8;9;9;9;9;9;8;8
3394;10;10;9;10;9;9;9;8;8;9;8;8;9;9;10;10;10;10;10
3395;10;10;9;10;9;10;10;9;9;10;9;9;10;10;9;9;9;9;9
3396;8;9;9;10;9;8;9;9;9;10;9;9;9;9;10;10;9;9;10
3397;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
3398;10;10;9;9;9;9;10;10;10;10;10;10;8;8;10;9;9;10;9
3399;7;7;7;7;7;7;7;7;7;7;7;7;4;4;5;4;4;7;7
3400;10;10;10;10;10;10;10;10;10;10;10;7;3;3;7;7;7;7;10
3401;9;9;8;10;10;10;10;9;10;9;9;7;5;5;9;7;7;9;9
3402;10;9;10;10;9;10;10;10;10;9;10;9;10;10;10;9;9;10;9
3403;10;10;10;10;9;9;10;9;10;10;10;8;8;8;8;8;8;8;10
3404;8;8;8;8;8;8;8;8;8;8;8;8;7;7;10;8;8;10;8
3405;10;10;10;10;10;10;10;10;10;10;10;7;7;7;8;7;7;7;10
3406;10;10;10;10;10;10;10;10;10;10;10;10;9;9;10;10;10;10;10
3407;10;10;10;10;10;10;10;10;10;10;10;10;10;9;10;10;10;10;10
3408;9;8;8;8;8;9;9;9;9;9;9;8;8;8;8;8;8;8;9
3409;9;9;9;9;9;9;9;9;9;9;9;6;6;6;8;6;6;8;9
3410;7;7;7;7;7;7;7;7;7;7;7;8;7;7;8;8;8;8;7
3411;10;10;10;10;10;10;10;10;10;10;10;6;6;6;9;7;7;9;10
3412;10;10;10;10;10;10;10;10;10;10;10;8;8;8;10;9;9;10;10
3413;10;10;10;10;10;10;10;10;10;10;10;7;7;7;8;7;7;8;10
3414;9;9;9;9;9;9;9;9;9;9;9;7;5;5;10;6;7;10;10
3415;10;10;10;10;10;10;10;10;10;10;10;4;4;4;10;5;5;10;10
3416;8;8;8;8;8;8;8;8;8;8;8;5;5;5;5;5;8;8;8
3417;9;9;9;9;9;9;9;9;9;9;9;8;7;7;9;8;8;9;9
3418;9;8;8;8;8;8;9;10;9;9;9;8;7;7;9;7;7;9;8
3419;10;10;10;10;10;10;10;10;10;10;10;7;7;7;7;7;7;7;10
3420;8;8;7;8;7;7;8;7;7;7;7;8;8;8;9;8;8;9;4
3421;8;5;6;6;6;5;6;5;5;6;6;7;8;8;8;8;8;8;5
3422;8;6;5;6;6;7;6;4;6;6;5;8;8;8;8;8;9;9;6
3423;8;8;7;9;7;8;8;10;10;8;8;6;6;8;8;6;8;8;10
3424;10;10;10;10;9;10;9;10;10;10;10;9;9;9;10;10;10;10;10
3425;9;10;10;10;9;10;10;9;9;9;9;7;8;8;9;9;9;9;10
3426;8;7;8;9;9;9;8;7;7;8;7;8;8;9;10;10;10;10;8
3427;10;10;10;10;10;10;10;10;10;10;10;9;10;10;9;9;10;10;10
3428;8;9;8;8;9;9;8;8;8;8;8;8;8;9;9;8;9;8;8
3429;8;8;9;9;8;8;8;7;7;8;8;8;9;9;9;8;8;9;9
3430;9;10;10;10;10;10;9;10;9;9;9;8;7;8;8;8;8;8;8
3431;10;10;10;10;10;10;10;10;10;10;10;10;9;9;10;10;10;10;10
3432;10;10;10;10;10;10;10;9;10;10;10;8;9;9;10;10;10;10;10
3433;8;8;8;9;9;8;8;7;8;8;8;8;8;8;8;8;8;8;8
3434;10;10;9;10;9;9;10;10;10;10;9;8;9;9;9;9;8;10;10
3435;10;9;9;10;10;10;10;8;9;10;10;8;9;9;9;9;10;10;9
3436;9;10;9;10;10;10;10;10;10;10;10;9;10;10;10;10;10;10;10
